file	base_v	base_kind	base_att	fix_v	fix_kind	fix_att	load	base_detail	fix_detail
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0258.fof.smt2	unknown	Error	2	unknown	Error	2	16.33	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0266.fof.smt2	unknown	Error	2	unknown	Error	2	16.33	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0274.fof.smt2	unknown	Error	2	unknown	Error	2	16.33	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0281.fof.smt2	unknown	Error	2	unknown	Error	2	16.33	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0288.fof.smt2	unknown	Error	2	unknown	Error	2	16.33	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0296.fof.smt2	unknown	Error	2	unknown	Error	2	16.33	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0334.fof.smt2	unknown	Error	2	unknown	Error	2	16.33	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0385.fof.smt2	unknown	Error	2	unknown	Error	2	16.33	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0429.fof.smt2	unknown	Error	2	unknown	Error	2	16.33	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0480.fof.smt2	unknown	Error	2	unknown	Error	2	16.33	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0519.fof.smt2	unknown	Error	2	unknown	Error	2	16.33	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0526.fof.smt2	unknown	Error	2	unknown	Error	2	15.67	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0534.fof.smt2	unknown	Error	2	unknown	Error	2	15.67	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0541.fof.smt2	unknown	Error	2	unknown	Error	2	15.67	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0549.fof.smt2	unknown	Error	2	unknown	Error	2	15.67	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0556.fof.smt2	unknown	Error	2	unknown	Error	2	15.67	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0607.fof.smt2	unknown	Error	2	unknown	Error	2	15.67	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0651.fof.smt2	unknown	Error	2	unknown	Error	2	15.67	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0695.fof.smt2	unknown	Error	2	unknown	Error	2	15.67	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0741.fof.smt2	unknown	Error	2	unknown	Error	2	15.67	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0779.fof.smt2	unknown	Error	2	unknown	Error	2	15.67	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0787.fof.smt2	unknown	Error	2	unknown	Error	2	15.67	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0794.fof.smt2	unknown	Error	2	unknown	Error	2	15.67	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0802.fof.smt2	unknown	Error	2	unknown	Error	2	15.67	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0809.fof.smt2	unknown	Error	2	unknown	Error	2	15.67	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0822.fof.smt2	unknown	Error	2	unknown	Error	2	15.67	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0873.fof.smt2	unknown	Error	2	unknown	Error	2	15.67	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0917.fof.smt2	unknown	Error	2	unknown	Error	2	15.67	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0963.fof.smt2	unknown	Error	2	unknown	Error	2	15.67	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1007.fof.smt2	unknown	Error	2	unknown	Error	2	15.67	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1040.fof.smt2	unknown	Error	2	unknown	Error	2	15.67	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1047.fof.smt2	unknown	Error	2	unknown	Error	2	15.67	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1054.fof.smt2	unknown	Error	2	unknown	Error	2	14.97	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1062.fof.smt2	unknown	Error	2	unknown	Error	2	14.97	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1069.fof.smt2	unknown	Error	2	unknown	Error	2	14.97	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1095.fof.smt2	unknown	Error	2	unknown	Error	2	14.97	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1139.fof.smt2	unknown	Error	2	unknown	Error	2	14.97	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1185.fof.smt2	unknown	Error	2	unknown	Error	2	14.97	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1229.fof.smt2	unknown	Error	2	unknown	Error	2	14.97	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1280.fof.smt2	unknown	Error	2	unknown	Error	2	14.97	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1300.fof.smt2	unknown	Error	2	unknown	Error	2	14.97	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1307.fof.smt2	unknown	Error	2	unknown	Error	2	14.97	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1315.fof.smt2	unknown	Error	2	unknown	Error	2	14.97	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1322.fof.smt2	unknown	Error	2	unknown	Error	2	14.97	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1330.fof.smt2	unknown	Error	2	unknown	Error	2	14.97	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1361.fof.smt2	unknown	Error	2	unknown	Error	2	14.97	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/thruster_symm_1620.fof.smt2	unknown	Error	2	unknown	Error	2	14.97	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_array_only/thruster_symm_1765.fof.smt2	unknown	Error	2	unknown	Error	2	14.97	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_structure_prop/cl5_nebula_norm_0018.fof.smt2	unknown	Error	2	unknown	Error	2	14.97	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/fol_simplify_structure_prop/thruster_symm_0016.fof.smt2	unknown	Error	2	unknown	Error	2	14.97	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/vc_normalize_subst/cl5_nebula_norm_0011.fof.smt2	unknown	Error	2	unknown	Error	2	14.97	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/vc_normalize_subst/cl5_nebula_norm_0021.fof.smt2	unknown	Error	2	unknown	Error	2	14.97	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/nasa/vc_normalize_subst/quaternion_ds1_symm_0001.fof.smt2	unknown	Error	2	unknown	Error	2	14.97	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Real")])])
AUFNIRA/why/smtlibce35b2.smt2	unsat		7	unsat		7	14.41		
AUFNIRA/why/smtlibfe2816.smt2	unsat		7	unsat		7	14.41		
