file	base	base_ms	arm	arm_ms	order	status
UFLIA/boogie/AdvancedTypes_InternalSubClass..ctor-orderStrength_1.smt2	unknown	24130	unknown	24131	base-first	unsat
UFLIA/boogie/Chunker11c_Chunker.SpecSharp.CheckInvariant_System.Boolean.smt2	unknown	24131	unknown	24131	arm-first	unsat
UFLIA/boogie/LocalExpose_T.V1.smt2	unknown	24131	unknown	24130	base-first	unknown
UFLIA/boogie/StrictReadOnly_C1.Z1.smt2	unknown	24232	unknown	24231	arm-first	unknown
UFLIA/grasshopper/instantiated/insertion_sort_postcondition_of_insertion_sort_63_1.smt2	unknown	25030	unknown	25131	base-first	unsat
UFLIA/misc/list4.smt2	unknown	17924	unknown	24230	arm-first	sat
UFLIA/simplify/javafe.ast.NewInstanceExpr.271.smt2	unknown	23028	unknown	22828	base-first	unsat
UFLIA/simplify/javafe.parser.TokenQueue.576.smt2	unsat	21127	unknown	24331	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.PrintSpec.012.smt2	unknown	24230	unknown	24130	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.DefaultVisitor.028.smt2	unknown	25031	unknown	25032	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.LabelStmt.011.smt2	unknown	25031	unknown	25031	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.SuperObjectDesignator.008.smt2	unknown	25032	unknown	25032	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.Visitor.041.smt2	unsat	108	unsat	108	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.parser.Parse.005.smt2	unknown	24230	unknown	24930	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.tc.FlowInsensitiveChecks.017.smt2	unknown	25032	unknown	25132	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.util.ErrorSet.009.smt2	unsat	510	unsat	509	arm-first	unsat
UFLIA/sledgehammer/Arrow_Order/smtlib.832901.smt2	unknown	17827	unknown	19728	base-first	unsat
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1057395.smt2	unknown	18824	unknown	14821	arm-first	unsat
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1372826.smt2	unknown	21227	unknown	22328	base-first	unknown
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.718896.smt2	unsat	3511	unsat	3610	arm-first	unsat
UFLIA/sledgehammer/Hoare/smtlib.1019713.smt2	unknown	16624	unknown	18223	base-first	unknown
UFLIA/sledgehammer/Hoare/smtlib.820036.smt2	unsat	108	unsat	108	arm-first	unsat
UFLIA/sledgehammer/QEpres/smtlib.1065390.smt2	unknown	20726	unknown	14922	base-first	unsat
UFLIA/sledgehammer/QEpres/smtlib.730254.smt2	unknown	6314	unknown	8316	arm-first	unknown
UFLIA/sledgehammer/StrongNorm/smtlib.613065.smt2	unknown	16023	unknown	16623	base-first	unknown
UFLIA/sledgehammer/TwoSquares/smtlib.672156.smt2	unknown	24130	unknown	24731	arm-first	unsat
UFLIA/sledgehammer/TwoSquares/smtlib.881298.smt2	unsat	109	unsat	108	base-first	unsat
UFLIA/tokeneer/admintoken/clear-6.smt2	unknown	24130	unknown	24129	arm-first	unknown
UFLIA/tokeneer/cert_/attr_/priv/extract-1.smt2	unsat	109	unsat	109	base-first	unsat
UFLIA/tokeneer/configdata/writefile-8.smt2	unsat	110	unsat	108	arm-first	unsat
UFLIA/tokeneer/enrolment/validate/validateandaddkey-8.smt2	unsat	110	unsat	109	base-first	unsat
UFLIA/tokeneer/keystore/dofind-32.smt2	unsat	109	unsat	108	arm-first	unsat
UFLIA/tokeneer/tokenreader/init-38.smt2	unsat	110	unsat	109	base-first	unsat
UFLIA/tptp/NUM860=1.smt2	unknown	24130	unknown	24129	arm-first	unsat
