file	board_1446a809c	ms	main_2611e14b0	ms	first	status
QF_ABV/bmc-arrays/bubbleSort.smt2	unknown	25028	unsat	909	A	unsat
QF_ABV/brummayerbiere/wchains140se.smt2	none	14994	none	15103	B	sat
QF_ABV/dwp_formulas/try3_noof_functions_dwp_ptx.bkm_scale.il.dwp.smt2	sat	18124	sat	18122	A	sat
QF_ABV/dwp_formulas/try3_sameret_functions_dwp_dd.set_char_quoting.il.dwp.smt2	sat	408	sat	409	B	sat
QF_ABV/dwp_formulas/try3_sameret_functions_dwp_sha256sum.quoting_options_from_style.il.dwp.smt2	unsat	108	unsat	107	A	unsat
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_kill.close_stdout_set_file_name.il.fse-bfs.smt2	sat	107	sat	108	B	sat
QF_ABV/dwp_formulas/try3_true_functions_dwp_join.bkm_scale.il.dwp.smt2	sat	108	sat	108	A	sat
QF_ABV/dwp_formulas/try4_difret_functions_disjunctions_cut.close_stdout_set_file_name.il.disjunctions_0.smt2	sat	2710	sat	2610	B	sat
QF_ABV/dwp_formulas/try4_difret_functions_disjunctions_vdir.get_type_indicator.il.disjunctions_41.smt2	unsat	109	unsat	107	A	unsat
QF_ABV/dwp_formulas/try4_true_functions_dwp_link.set_quoting_style.il.dwp.smt2	sat	108	sat	108	B	sat
QF_ABV/dwp_formulas/try5_small_difret_functions_dwp_cut.quoting_options_from_style.il.dwp.smt2	unsat	108	unsat	109	A	unsat
QF_ABV/dwp_formulas/try5_small_difret_functions_dwp_setuidgid.quoting_options_from_style.il.dwp.smt2	unsat	109	unsat	108	B	unsat
QF_ABV/dwp_formulas/try5_small_difret_functions_flanagansaxe_chroot.get_quoting_style.il.flanagansaxe.smt2	sat	10116	sat	10618	A	sat
QF_ABV/dwp_formulas/try5_small_difret_functions_flanagansaxe_printf.get_quoting_style.il.flanagansaxe.smt2	sat	10215	sat	9816	B	sat
QF_ABV/dwp_formulas/try5_small_difret_functions_flanagansaxe_yes.get_quoting_style.il.flanagansaxe.smt2	sat	9815	sat	10816	A	sat
QF_ABV/dwp_formulas/try5_small_difret_functions_wp_dd.advance_input_offset.il.wp.smt2	sat	18126	sat	18126	B	sat
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_.set_quoting_style.il.dwp.smt2	sat	108	sat	108	A	sat
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_tac.peek_token_bracket.il.dwp.smt2	sat	1409	sat	1309	B	sat
QF_ABV/dwp_formulas/try5_small_noof_functions_flanagansaxe_paste.set_quoting_style.il.flanagansaxe.smt2	sat	109	sat	108	A	sat
QF_ABV/dwp_formulas/try5_small_noof_functions_wp_date.yydestruct.il.wp.smt2	sat	108	sat	109	B	sat
QF_ABV/dwp_formulas/try5_small_true_functions_fse-bfs_chgrp.i_ring_push.il.fse-bfs.smt2	sat	108	sat	108	A	sat
QF_ABV/egt/egt-0104.smt2	sat	108	sat	108	B	sat
QF_ABV/egt/egt-0411.smt2	sat	108	sat	109	A	sat
QF_ABV/egt/egt-0718.smt2	unsat	109	unsat	108	B	unsat
QF_ABV/egt/egt-1023.smt2	sat	108	sat	108	A	sat
QF_ABV/egt/egt-1329.smt2	unsat	108	unsat	108	B	unsat
QF_ABV/egt/egt-1639.smt2	sat	108	sat	108	A	sat
QF_ABV/egt/egt-1951.smt2	unsat	108	unsat	109	B	unsat
QF_ABV/egt/egt-2256.smt2	sat	108	sat	108	A	sat
QF_ABV/egt/egt-2564.smt2	sat	107	sat	107	B	sat
QF_ABV/egt/egt-2877.smt2	sat	108	sat	107	A	sat
QF_ABV/egt/egt-3185.smt2	sat	107	sat	108	B	sat
QF_ABV/egt/egt-3493.smt2	unsat	108	unsat	108	A	unsat
QF_ABV/egt/egt-3796.smt2	unsat	109	unsat	109	B	unsat
QF_ABV/egt/egt-4103.smt2	unsat	108	unsat	109	A	unsat
