file	verdict	rc	attempts	decided_by	bound_by	last	bound_ms	total_ms	open_after	open_ms	deepest	giveup
LRA/2010-Monniaux-QE/mjollnir1/formula_001.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	3	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir1/formula_013.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	3	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir1/formula_026.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	2	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir1/formula_050.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	2	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir1/formula_087.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	3	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir1/formula_099.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	1	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir1/formula_111.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	2	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir1/formula_124.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	3	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir1/formula_136.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	3	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir1/formula_148.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	3	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir1/formula_160.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	2	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir1/formula_173.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	2	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir1/formula_185.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	3	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir1/formula_197.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	3	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir1/formula_209.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	3	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir1/formula_222.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	3	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir1/formula_234.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	3	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir1/formula_246.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	3	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir1/formula_258.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	3	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir1/formula_271.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	3	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir1/formula_283.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	3	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir2/formula_007.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	1	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir2/formula_020.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	6	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir2/formula_032.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	4	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir2/formula_044.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	5	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir2/formula_056.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	6	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir2/formula_069.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	2	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir2/formula_081.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	5	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir2/formula_093.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	5	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir2/formula_118.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	5	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir2/formula_130.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	6	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir2/formula_142.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	5	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir2/formula_154.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	4	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir2/formula_167.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	6	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir2/formula_179.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	4	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir2/formula_191.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	5	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir2/formula_203.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	4	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir2/formula_216.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	3	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir2/formula_228.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	4	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir2/formula_240.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	6	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir2/formula_252.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	5	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir2/formula_277.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	3	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir2/formula_289.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	5	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir3/formula_001.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	5	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir3/formula_014.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	1	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir3/formula_026.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	3	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir3/formula_038.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	5	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
LRA/2010-Monniaux-QE/mjollnir3/formula_050.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	5	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
