file	verdict	bound_by	last	attempts	total_ms	giveup_kind	mbqi_exit	mbqi_census	giveup_raw
O512-022__prefix_sum__prefixsum.ads_18_32_unreachable_branch___00.smt2	unknown	q:mbqi-quick	fd:bounded-completeness-unsat	22	173	Incomplete	nested-binder-in-matrix,nested-binder-in-matrix	assertions=9 qf=1 prenex1=5 prenexN=2 nested=1 other=0 max_prenex_width=4 prenex1_representable=1 prenex1_uninterpreted=4	e-matching instantiation reached fixpoint without refuting after 5 rounds (no further instance to admit; more rounds cannot help)
P115-039__spark16demo__concurrency_example.adb_14_13_dead_code___00.smt2	unknown	q:egraph	fd:bounded-completeness-unsat	21	24014	ResourceLimit	nested-binder-in-matrix	assertions=22 qf=13 prenex1=4 prenexN=2 nested=3 other=0 max_prenex_width=4 prenex1_representable=1 prenex1_uninterpreted=3	quantified solve time budget exhausted after MBQI and the finite-model finder
PA14-032__dic__bounded_strings.adb_8_19_length_check___00.smt2	unknown	NONE	NONE	0	0	Watchdog	nested-binder-in-matrix,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=54 qf=29 prenex1=19 prenexN=3 nested=3 other=0 max_prenex_width=4 prenex1_representable=4 prenex1_uninterpreted=12	watchdog fired before the worker thread returned
Q529-038__predicate__bounded_stacks.ads_18_20_integer_stacks.ads_4_1_postcondition___00.smt2	unknown	q:skolem-qf	q:nat-induction	13	595	Error	nested-binder-in-matrix	assertions=83 qf=47 prenex1=20 prenexN=3 nested=12 other=1 max_prenex_width=4 prenex1_representable=4 prenex1_uninterpreted=12	backend failure: operands must share a sort: Int vs (_ BitVec 32)
QA23-042__ok_pointers__spark04.adb_22_10_null_pointer_dereference___00.smt2	unknown	q:skolem-qf	q:nat-induction	277	3040	Error	nested-binder-in-matrix,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=48 qf=16 prenex1=17 prenexN=11 nested=3 other=1 max_prenex_width=7 prenex1_representable=2 prenex1_uninterpreted=7	backend failure: operands must share a sort: Int vs (_ BitVec 7)
R509-011__higher_order_proof__why_7beb29_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	NONE	NONE	0	0	Watchdog	nested-binder-in-matrix,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=43 qf=11 prenex1=16 prenexN=8 nested=7 other=1 max_prenex_width=4 prenex1_representable=4 prenex1_uninterpreted=11	watchdog fired before the worker thread returned
R509-011__higher_order_proof__why_ec30e5_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	q:egraph	fd:bounded-completeness-unsat	290	24762	ResourceLimit	nested-binder-in-matrix,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=38 qf=18 prenex1=10 prenexN=7 nested=3 other=0 max_prenex_width=4 prenex1_representable=3 prenex1_uninterpreted=7	quantified solve time budget exhausted after MBQI and the finite-model finder
RB05-005__unsound__main.adb_13_74_main.adb_22_4_range_check___00.smt2	unknown	q:skolem-qf	fd:bounded-completeness-unsat	696	24237	ResourceLimit	nested-binder-in-matrix,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=54 qf=10 prenex1=25 prenexN=13 nested=5 other=1 max_prenex_width=7 prenex1_representable=2 prenex1_uninterpreted=8	quantified solve time budget exhausted after MBQI and the finite-model finder
riposte__arrays_of_records__arrays_of_records.adb_264_22_postcondition___00.smt2	unknown	q:egraph	fd:bounded-completeness-unsat	21	24043	ResourceLimit	nested-binder-in-matrix	assertions=21 qf=12 prenex1=5 prenexN=2 nested=1 other=1 max_prenex_width=4 prenex1_representable=1 prenex1_uninterpreted=4	quantified solve time budget exhausted after MBQI and the finite-model finder
RM_MS__attributes_of_unconstrained_out_parameter_in_precondition__p.ads_10_19_postcondition___00.smt2	unknown	q:skolem-qf	fd:bounded-completeness-unsat	922	24052	ResourceLimit	nested-binder-in-matrix,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=17 qf=6 prenex1=5 prenexN=3 nested=2 other=1 max_prenex_width=4 prenex1_representable=1 prenex1_uninterpreted=4	quantified solve time budget exhausted after MBQI and the finite-model finder
S117-008__pointer__formal_vectors.adb_146_8_use_formal_vectors.ads_10_4_null_pointer_dereference___00.smt2	unknown	q:skolem-qf	q:nat-induction	11	42	Error	NONE	NONE	backend failure: datatype expansion model lacks a field value
S531-010__loop_frame_condition__do_loops.adb_131_19_index_check___00.smt2	unknown	q:mbqi	fd:bounded-completeness-unsat	23	12948	ResourceLimit	nested-binder-in-matrix,nested-binder-in-matrix	assertions=44 qf=25 prenex1=14 prenexN=3 nested=1 other=1 max_prenex_width=4 prenex1_representable=1 prenex1_uninterpreted=13	e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)
SB07-003__crash__a-cfdlli.ads_610_49_database.adb_10_4_overflow_check___00.smt2	unknown	q:mbqi	fd:bounded-completeness-unsat	23	1870	Incomplete	nested-binder-in-matrix,nested-binder-in-matrix	assertions=71 qf=36 prenex1=19 prenexN=8 nested=8 other=0 max_prenex_width=4 prenex1_representable=3 prenex1_uninterpreted=14	mbqi declined an unsupported fragment: term #2920 has sort (Uninterpreted 4) that the pure-Rust BV backend cannot bit-blast; and no rung below the datatype route decided it either: term #247 uses unsupported pure-Rust BV operator DtSelect { constructor: ConstructorId(27), index: 0 }
AUFDTLIRA_20200306-Kanig_spark2014bench_K223-023__search__search.ads_8_9_postcondition___00.smt2.core.smt2	unknown	q:mbqi-quick	fd:bounded-completeness-unsat	22	540	Incomplete	quantifier-below-top-level,quantifier-below-top-level	assertions=1 qf=0 prenex1=0 prenexN=0 nested=0 other=1 max_prenex_width=0 prenex1_representable=0 prenex1_uninterpreted=0	e-matching: no universal is asserted; the nested quantifiers present are registered, not instantiated
AUFDTLIRA_20200306-Kanig_spark2014bench_N530-032__swap__sorters.adb_60_25_assert___00.smt2.core.smt2	unknown	q:mbqi	fd:bounded-completeness-unsat	153	19388	ResourceLimit	quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=1 qf=0 prenex1=0 prenexN=0 nested=0 other=1 max_prenex_width=0 prenex1_representable=0 prenex1_uninterpreted=0	e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)
AUFDTLIRA_20200306-Kanig_spark2014bench_N624-020__perm_rem__sort.adb_135_33_precondition3___00.smt2.core.smt2	unknown	q:egraph	fd:bounded-completeness-unsat	889	24964	ResourceLimit	quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=3 qf=0 prenex1=1 prenexN=1 nested=0 other=1 max_prenex_width=2 prenex1_representable=0 prenex1_uninterpreted=0	quantified solve time budget exhausted after MBQI and the finite-model finder
AUFDTLIRA_20200306-Kanig_spark2014bench_N624-020__perm_rem__sort.adb_75_44_precondition___00.smt2.core.smt2	unknown	NONE	NONE	0	0	Watchdog	quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=2 qf=0 prenex1=0 prenexN=1 nested=0 other=1 max_prenex_width=2 prenex1_representable=0 prenex1_uninterpreted=0	watchdog fired before the worker thread returned
AUFDTLIRA_20200306-Kanig_spark2014bench_O512-022__vscomp2014_partition_rte__partition_refinement.adb_180_10_precondition6___00.smt2.core.smt2	unknown	q:mbqi-quick	fd:bounded-completeness-unsat	94	699	Incomplete	quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=1 qf=0 prenex1=0 prenexN=0 nested=0 other=1 max_prenex_width=0 prenex1_representable=0 prenex1_uninterpreted=0	mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WEAKER than real equality, and a weaker congruence antecedent is STRONGER than the true axiom -- a wrong `unsat`) (ADR-0022); and no rung below the datatype route decided it either: term #6 uses unsupported pure-Rust BV operator DtConstruct { constructor: ConstructorId(11), datatype: DatatypeId(11) }
AUFDTLIRA_20200306-Kanig_spark2014bench_Q519-015__array_cast__cast_array.ads_10_14_postcondition___00.smt2.core.smt2	unknown	q:mbqi	fd:bounded-completeness-unsat	22	584	Incomplete	quantifier-below-top-level,quantifier-below-top-level	assertions=1 qf=0 prenex1=0 prenexN=0 nested=0 other=1 max_prenex_width=0 prenex1_representable=0 prenex1_uninterpreted=0	e-matching: no universal is asserted; the nested quantifiers present are registered, not instantiated
AUFDTLIRA_20200306-Kanig_spark2014bench_R509-011__higher_order_proof__why_17e539_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2.core.smt2	unknown	q:mbqi	fd:bounded-completeness-unsat	511	24421	ResourceLimit	quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=2 qf=0 prenex1=0 prenexN=1 nested=0 other=1 max_prenex_width=2 prenex1_representable=0 prenex1_uninterpreted=0	quantified solve time budget exhausted after MBQI and the finite-model finder
AUFDTLIRA_20200306-Kanig_spark2014bench_R509-011__higher_order_proof__why_aa8afb_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2.core.smt2	unknown	q:ground-subset	fd:bounded-completeness-unsat	797	24017	ResourceLimit	quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=4 qf=1 prenex1=0 prenexN=2 nested=0 other=1 max_prenex_width=3 prenex1_representable=0 prenex1_uninterpreted=0	quantified solve time budget exhausted after MBQI and the finite-model finder
AUFDTLIRA_20200306-Kanig_spark2014bench_R728-002__aggregates__pragmarc-b_strings.adb_79_22_range_check___00.smt2.core.smt2	unknown	q:skolem-qf	q:nat-induction	28	1365	Error	quantifier-below-top-level	assertions=1 qf=0 prenex1=0 prenexN=0 nested=0 other=1 max_prenex_width=0 prenex1_representable=0 prenex1_uninterpreted=0	backend failure: operands must share a sort: Int vs (_ BitVec 32)
AUFDTLIRA_20200306-Kanig_spark2014bench_RM_MS__attributes_of_unconstrained_out_parameter_in_precondition__p.ads_10_19_postcondition___00.smt2.core.smt2	unknown	q:mbqi	fd:bounded-completeness-unsat	1126	24002	ResourceLimit	nested-binder-in-matrix,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=4 qf=0 prenex1=0 prenexN=2 nested=1 other=1 max_prenex_width=4 prenex1_representable=0 prenex1_uninterpreted=0	quantified solve time budget exhausted after MBQI and the finite-model finder
AUFDTLIRA_20200306-Kanig_spark2014bench_S117-008__pointer__formal_vectors.adb_146_8_use_formal_vectors.ads_10_4_null_pointer_dereference___00.smt2.core.smt2	unknown	fd:parse	q:uf-fmf-probe	8	4	Error	nested-binder-in-matrix	assertions=3 qf=1 prenex1=0 prenexN=0 nested=1 other=1 max_prenex_width=0 prenex1_representable=0 prenex1_uninterpreted=0	backend failure: operands must share a sort: Int vs (_ BitVec 32)
AUFDTLIRA_20200306-Kanig_spark2014bench_S531-010__loop_frame_condition__do_loops.adb_47_13_index_check___00.smt2.core.smt2	unknown	q:mbqi	fd:bounded-completeness-unsat	22	82	Incomplete	quantifier-below-top-level,quantifier-below-top-level	assertions=1 qf=0 prenex1=0 prenexN=0 nested=0 other=1 max_prenex_width=0 prenex1_representable=0 prenex1_uninterpreted=0	mbqi declined an unsupported fragment: a datatype field sort with no expansion variable (native datatype solving expands Bool/BitVec/Int/Real, uninterpreted sorts, and arrays whose component sorts mention no datatype) (ADR-0022); and no rung below the datatype route decided it either: term #1261 uses unsupported pure-Rust BV operator DtSelect { constructor: ConstructorId(23), index: 0 }
AUFDTLIRA_20200306-Kanig_spark2014bench_evoting__evoting.adb_229_13_loop_invariant_preserv___00.smt2.core.smt2	unsat	q:mbqi-quick	q:mbqi-quick	9	390	NONE	quantifier-below-top-level	assertions=1 qf=0 prenex1=0 prenexN=0 nested=0 other=1 max_prenex_width=0 prenex1_representable=0 prenex1_uninterpreted=0	NONE
AUFDTLIRA_20200306-Kanig_spark2014bench_riposte__arrays__arrays.adb_161_16_index_check___00.smt2.core.smt2	unsat	q:mbqi-quick	q:mbqi-quick	9	10	NONE	quantifier-below-top-level	assertions=2 qf=0 prenex1=1 prenexN=0 nested=0 other=1 max_prenex_width=1 prenex1_representable=0 prenex1_uninterpreted=1	NONE
adacore_u__p.adb_99_42_overflow_check___00.smt2	unknown	q:skolem-qf	fd:bounded-completeness-unsat	262	22279	ResourceLimit	nested-binder-in-matrix,nested-binder-in-matrix	assertions=18 qf=5 prenex1=9 prenexN=3 nested=1 other=0 max_prenex_width=4 prenex1_representable=2 prenex1_uninterpreted=7	e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)
